Ig Inq,Tipo Procedimento,Situação Instauracao ,Tipo Elucidação,Data Instauração,Data Remessa,Desc Fato,Tipo Fato,Tipo Particip,Idade Participante,Sexo,Genero,Estado Civil,Instrucao,Cor Cadastro,Cor Autodeclarada,Med Protetiva,Qtde Vit Domest Sexoougenero
11158189,Inquérito,Instaurado e Remetido,Elucidado,27/10/2023,21/12/2023,ESTUPRO,Consumado,Suspeito(a),30,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,1
11161055,Inquérito,Instaurado e Remetido,Elucidado,31/10/2023,21/12/2023,DANO,Consumado,Suspeito(a),22,Masculino,Feminino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11167333,Inquérito,Instaurado e Remetido,Elucidado,8/11/2023,21/12/2023,LESAO CORPORAL,Tentado,Suspeito(a),19,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11167333,Inquérito,Instaurado e Remetido,Elucidado,8/11/2023,21/12/2023,LESAO CORPORAL,Tentado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11167333,Inquérito,Instaurado e Remetido,Elucidado,8/11/2023,21/12/2023,LESAO CORPORAL,Tentado,Suspeito(a),43,Feminino,Feminino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11167333,Inquérito,Instaurado e Remetido,Elucidado,8/11/2023,21/12/2023,LESAO CORPORAL,Tentado,Suspeito(a),60,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11172512,Inquérito,Instaurado e Remetido,Elucidado,13/11/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11173019,Inquérito,Instaurado e Remetido,Elucidado,13/11/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),38,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11174285,Inquérito,Instaurado e Remetido,Elucidado,13/11/2023,21/12/2023,DANO QUALIFICADO,Consumado,Indiciado(a),31,Masculino,Masculino,Amigado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11175799,Inquérito,Instaurado e Remetido,Elucidado,14/11/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11176549,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),20,Masculino,Feminino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11183450,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,21/12/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),36,Masculino,Masculino,Solteiro(a),Outros,Preta,Preta,Não se aplica,1
11184626,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11184637,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),50,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11184831,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),49,Masculino,Masculino,Solteiro(a),Outros,Mulato,,Não se aplica,1
11186593,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,21/12/2023,ESTUPRO DE VULNERAVEL,Consumado,Suspeito(a),47,Masculino,Masculino,Solteiro(a),Não informado,Branca,Amarela,Não se aplica,1
11187391,Inquérito,Instaurado e Remetido,Elucidado,27/11/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),53,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11188156,Inquérito,Instaurado e Remetido,Elucidado,27/11/2023,21/12/2023,LESAO CORPORAL,Consumado,Indiciado(a),21,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11188673,Inquérito,Instaurado e Remetido,Elucidado,27/11/2023,21/12/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),24,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11188833,Inquérito,Instaurado e Remetido,Elucidado,27/11/2023,21/12/2023,VIAS DE FATO,Consumado,Suspeito(a),48,Masculino,Feminino,Solteiro(a),Outros,Parda,Parda,Não se aplica,1
11188841,Inquérito,Instaurado e Remetido,Elucidado,27/11/2023,21/12/2023,VIAS DE FATO,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,2
11188844,Inquérito,Instaurado e Remetido,Elucidado,27/11/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),31,Masculino,Masculino,Solteiro(a),Ensino fundamental,Mulato,,Não se aplica,1
11190923,Inquérito,Instaurado e Remetido,Elucidado,28/11/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11191659,Inquérito,Instaurado e Remetido,Elucidado,29/11/2023,21/12/2023,APROPRIACAO INDEBITA,Consumado,Suspeito(a),51,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11193884,Inquérito,Instaurado e Remetido,Elucidado,30/11/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),55,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11194230,Inquérito,Instaurado e Remetido,Elucidado,1/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),40,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11195264,Inquérito,Instaurado e Remetido,Elucidado,1/12/2023,21/12/2023,PERSEGUICAO,Consumado,Suspeito(a),21,Masculino,,Não informado,Não informado,,,Não se aplica,1
11195271,Inquérito,Instaurado e Remetido,Elucidado,1/12/2023,21/12/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),31,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11195273,Inquérito,Instaurado e Remetido,Elucidado,1/12/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),69,Masculino,Masculino,Solteiro(a),Ensino superior,Branca,Branca,Não se aplica,1
11195279,Inquérito,Instaurado e Remetido,Elucidado,1/12/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),51,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,1
11197569,Inquérito,Instaurado e Remetido,Elucidado,5/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),37,Masculino,Masculino,Amigado(a),Outros,Branca,Branca,Não se aplica,1
11197911,Inquérito,Instaurado e Remetido,Elucidado,5/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11198638,Inquérito,Instaurado e Remetido,Elucidado,5/12/2023,21/12/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11199843,Inquérito,Instaurado e Remetido,Elucidado,6/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Indiciado(a),26,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11200141,Inquérito,Instaurado e Remetido,Elucidado,6/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Ensino superior,Preta,Preta,Não se aplica,1
11200376,Inquérito,Instaurado e Remetido,Elucidado,6/12/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11201948,Inquérito,Instaurado e Remetido,Elucidado,7/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Indiciado(a),44,Masculino,Masculino,Amigado(a),Outros,Preta,Preta,Não se aplica,1
11202258,Inquérito,Instaurado e Remetido,Elucidado,7/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11202326,Inquérito,Instaurado e Remetido,Elucidado,7/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11202569,Inquérito,Instaurado e Remetido,Elucidado,7/12/2023,21/12/2023,PERSEGUICAO,Consumado,Suspeito(a),27,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11202569,Inquérito,Instaurado e Remetido,Elucidado,7/12/2023,21/12/2023,PERSEGUICAO,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11203116,Inquérito,Instaurado e Remetido,Elucidado,8/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11204448,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),39,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11204448,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,LESAO CORPORAL LEVE,Consumado,Suspeito(a),39,Masculino,Masculino,Amigado(a),Outros,Branca,Branca,Não se aplica,1
11204783,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),40,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11204823,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,VIAS DE FATO,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Não informado,Preta,Preta,Não se aplica,1
11204891,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11205134,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11205161,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11205424,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Indiciado(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11205728,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),27,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11205792,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),60,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11205822,Inquérito,Instaurado e Remetido,Elucidado,11/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),31,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11206212,Inquérito,Instaurado e Remetido,Elucidado,12/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),30,Masculino,Masculino,Solteiro(a),Não alfabetizado,Preta,Preta,Não se aplica,1
11206307,Inquérito,Instaurado e Remetido,Elucidado,12/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11206416,Inquérito,Instaurado e Remetido,Elucidado,12/12/2023,21/12/2023,VIAS DE FATO,Consumado,Suspeito(a),30,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11206445,Inquérito,Instaurado e Remetido,Elucidado,12/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11206805,Inquérito,Instaurado e Remetido,Elucidado,12/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),27,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11206912,Inquérito,Instaurado e Remetido,Elucidado,12/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),30,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11207433,Inquérito,Instaurado e Remetido,Elucidado,12/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),56,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11207433,Inquérito,Instaurado e Remetido,Elucidado,12/12/2023,21/12/2023,VIAS DE FATO,Consumado,Suspeito(a),56,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11207997,Inquérito,Instaurado e Remetido,Elucidado,13/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11208025,Inquérito,Instaurado e Remetido,Elucidado,13/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11208421,Inquérito,Instaurado e Remetido,Elucidado,13/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),45,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11208783,Inquérito,Instaurado e Remetido,Elucidado,13/12/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),47,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11208983,Inquérito,Instaurado e Remetido,Elucidado,13/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),47,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11209107,Inquérito,Instaurado e Remetido,Elucidado,13/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),49,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11209620,Inquérito,Instaurado e Remetido,Elucidado,14/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),28,Feminino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,2
11210154,Inquérito,Instaurado e Remetido,Elucidado,14/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),52,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11210270,Inquérito,Instaurado e Remetido,Elucidado,14/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),46,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11210357,Inquérito,Instaurado e Remetido,Elucidado,14/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Indiciado(a),59,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11210854,Inquérito,Instaurado e Remetido,Elucidado,14/12/2023,21/12/2023,ESTUPRO,Tentado,Suspeito(a),44,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11211126,Inquérito,Instaurado e Remetido,Elucidado,15/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),24,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11211503,Inquérito,Instaurado e Remetido,Elucidado,15/12/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),47,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11211513,Inquérito,Instaurado e Remetido,Elucidado,15/12/2023,21/12/2023,VIAS DE FATO,Consumado,Suspeito(a),45,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11211515,Inquérito,Instaurado e Remetido,Elucidado,15/12/2023,21/12/2023,PERSEGUICAO,Consumado,Suspeito(a),54,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,1
11211604,Inquérito,Instaurado e Remetido,Elucidado,15/12/2023,21/12/2023,DANO,Consumado,Suspeito(a),44,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11211859,Inquérito,Instaurado e Remetido,Elucidado,15/12/2023,21/12/2023,VIAS DE FATO,Consumado,Suspeito(a),31,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11211942,Inquérito,Instaurado e Remetido,Elucidado,15/12/2023,21/12/2023,FURTO QUALIFICADO,Consumado,Indiciado(a),24,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11212046,Inquérito,Instaurado e Remetido,Elucidado,15/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Superior incompleto,Branca,Branca,Não se aplica,1
11212046,Inquérito,Instaurado e Remetido,Elucidado,15/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino superior,Branca,Branca,Não se aplica,1
11212667,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,LESAO CORPORAL LEVE,Consumado,Indiciado(a),43,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,2
11213221,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,VIAS DE FATO,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Mulato,,Não se aplica,1
11213429,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),56,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,2
11213438,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),25,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,1
11213486,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,INJURIA,Consumado,Suspeito(a),36,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11213964,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,VIAS DE FATO,Consumado,Suspeito(a),36,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11213967,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,INJURIA,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11213971,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),39,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,1
11214163,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,VIAS DE FATO,Consumado,Indiciado(a),66,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11214170,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,AMEACA,Consumado,Indiciado(a),38,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11214177,Inquérito,Instaurado e Remetido,Elucidado,18/12/2023,21/12/2023,AMEACA,Consumado,Indiciado(a),30,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11214840,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11214846,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),21,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11215119,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),33,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11215119,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11215131,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,FEMINICIDIO,Tentado,Suspeito(a),62,Masculino,Masculino,Amigado(a),Outros,Branca,Branca,Não se aplica,1
11215151,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),61,Masculino,Masculino,Casado(a),Não informado,Branca,Branca,Não se aplica,2
11215152,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),68,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11215201,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),28,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11215375,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11215375,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),34,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11215604,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),50,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11215609,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Indiciado(a),21,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11215740,Inquérito,Instaurado e Remetido,Elucidado,19/12/2023,21/12/2023,AMEACA,Consumado,Indiciado(a),38,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11215999,Inquérito,Instaurado e Remetido,Elucidado,20/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11216018,Inquérito,Instaurado e Remetido,Elucidado,20/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11216169,Inquérito,Instaurado e Remetido,Elucidado,20/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),46,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11216171,Inquérito,Instaurado e Remetido,Elucidado,20/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),37,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11216594,Inquérito,Instaurado e Remetido,Elucidado,20/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),33,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11217097,Inquérito,Instaurado e Remetido,Elucidado,20/12/2023,21/12/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),37,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11217475,Inquérito,Instaurado e Remetido,Elucidado,20/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Indiciado(a),44,Masculino,Masculino,Solteiro(a),Não informado,Preta,Preta,Não se aplica,1
11217476,Inquérito,Instaurado e Remetido,Elucidado,20/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Indiciado(a),42,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11217520,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11217540,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),47,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11217548,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),39,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11217551,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),38,Feminino,Feminino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11217569,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),24,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11217569,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),29,Feminino,Feminino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11217569,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),32,Feminino,Feminino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11217569,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),59,Feminino,Feminino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11217635,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,AMEACA,Consumado,Indiciado(a),45,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11217635,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,LESAO CORPORAL,Consumado,Suspeito(a),45,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11217848,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,AMEACA,Consumado,Indiciado(a),34,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11217886,Inquérito,Instaurado e Remetido,Elucidado,21/12/2023,21/12/2023,AMEACA,Consumado,Suspeito(a),41,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
